ï»¿PROJECT_NUMBER,PROJECT_EN,DEVELOPER_NUMBER,DEVELOPER_EN,START_DATE,END_DATE,ADOPTION_DATE,PRJ_TYPE_EN,PROJECT_VALUE,ESCROW_ACCOUNT_NUMBER,PROJECT_STATUS,PERCENT_COMPLETED,INSPECTION_DATE,COMPLETION_DATE,DESCRIPTION_EN,AREA_EN,ZONE_EN,CNT_LAND,CNT_BUILDING,CNT_VILLA,CNT_UNIT,MASTER_PROJECT_EN
3795,Azizi Riviera 68 ,1002.0,AZIZI DEVELOPMENTS L.L.C,2025-05-23 00:00:00,2027-05-30 00:00:00,2025-06-25 16:25:08,Normal,85812689.0,10174999920282.0,ACTIVE,32.14,2025-05-23 16:16:56,,PROPOSED RESIDENTIAL BUILDING (2B+G+8+ROOF),Al Merkadh,Dubai Municipality,0.0,0.0,0.0,112.0,
3796,Samana Hills South,1598.0,SAMANA SIGNATURE REAL ESTATE DEVELOPMENTS L.L.C,2025-06-01 00:00:00,2028-05-15 00:00:00,2025-06-25 14:08:08,Normal,98102280.0,14244039820002.0,ACTIVE,0.0,2025-05-26 17:09:26,,"B+G+6+R Res.
",Saih Shuaib 2,Dubai Development Authority (DDA),0.0,0.0,0.0,510.0,
3797,Samana Imperial Garden,1598,SAMANA SIGNATURE REAL ESTATE DEVELOPMENTS L.L.C,2025-07-01 00:00:00,2028-12-31 00:00:00,2025-09-17 16:20:53,Normal,80378210,14244039830005.0,ACTIVE,0.0,2025-05-26 15:04:12,,2B+G+6F+R,Al Barshaa South Third,Dubai Development Authority (DDA),0.0,0.0,0.0,344.0,
3799,Arka Enclave Residences,2129,MANODEV REAL ESTATE DEVELOPMENT L.L.C,2025-10-01 00:00:00,2027-12-31 00:00:00,2025-07-29 11:42:23,Normal,87000000,14215365920002.0,ACTIVE,0.0,2025-05-30 13:09:57,,RETAIL & RESIDENTIAL BUILDING (G+2P+10+RF),Palm Deira,Trakhees,0.0,0.0,0.0,140.0,
3801,City Walk Crestlane 1,1109,CITYWALK RESIDENTIAL 1 L.L.C,2025-09-08 00:00:00,2029-09-30 00:00:00,2025-06-12 12:46:16,Normal,330521695,323556074002.0,ACTIVE,0.0,2025-05-27 19:36:59,,"The project is a standard residential apartment development located at Citywalk. It introduces one level shared basement and ground with 4 retails directly accessed from the building facade adjoining the main lobby.
Building A: B+G+12+R: comprising 99 units, and
Building B: B+G+12+R: comprising 99 units each. In total, the residences include 198 apartments, which offer a mix of unit types: 1-bedroom, 2-bedroom, 3-bedroom, 4-bedroom duplex and penthouse apartments",Al Wasl,Dubai Development Authority (DDA),0.0,0.0,0.0,202.0,
3803,COVE EDITION RESIDENCE 6 BY IMTIAZ,2275,IMTIAZ COVE REAL ESTATE DEVELOPMENT L.L.C,2025-06-10 00:00:00,2027-09-10 00:00:00,2025-06-30 12:22:38,Normal,61017674,11172524014.0,ACTIVE,0.0,2025-05-28 11:51:47,,2B+G+11+R - RESIDENTIAL BUILDING,Wadi Al Safa 5,Dubai Development Authority (DDA),0.0,0.0,0.0,264.0,
3804,DO Residences,2045,ONE INTERNATIONAL REAL ESTATE DEVELOPMENT L.L.C,2025-06-01 00:00:00,2025-12-31 00:00:00,2025-06-02 12:00:57,Normal,79460709,7771225999852022.0,ACTIVE,,,,"Building Composition:

Basement Level: Dedicated parking facilities.
Ground Floor: Features the main entrance lobby, an all-day dining restaurant, professional recording studios, and back-of-house operations.
Typical Floors (1st to 7th): Comprising 120 elegantly designed hotel apartments across seven levels, offering a variety of unit types:
Unit Mix:

49- Studios
42 - One-Bedroom Apartments
22- Two-Bedroom Apartments
7- Three-Bedroom Apartments",Palm Deira,Trakhees,0.0,0.0,0.0,120.0,
3806,Acasa By Nusuk,2296,NUSUK REAL ESTATE DEVELOPMENT L.L.C,2025-09-15 00:00:00,2027-03-15 00:00:00,,Normal,50000000,,PENDING,0.0,2025-06-17 16:30:39,,.,Madinat Al Mataar,,1.0,0.0,0.0,0.0,
3807,Forum 2,2377,K X G REAL ESTATE DEVELOPMENT L.L.C,2025-07-25 00:00:00,2027-06-25 00:00:00,,Normal,36000000,,PENDING,0.0,2025-06-26 10:21:03,,2B+ G+8+R residential ,Wadi Al Safa 3,,0.0,0.0,0.0,77.0,
3811,SUNSET BAY FIVE by Imtiaz,2212,IMTIAZ UG REAL ESTATE DEVELOPMENT L.L.C,2025-06-15 00:00:00,2027-10-15 00:00:00,2025-07-04 15:20:59,Normal,31307677,1011226813396004.0,ACTIVE,1.04,2025-09-26 08:21:59,,G+2P+8+R - RESIDENTIAL BUILDING,Palm Deira,Trakhees,0.0,0.0,0.0,62.0,
3812,Samana Business Park,1598,SAMANA SIGNATURE REAL ESTATE DEVELOPMENTS L.L.C,2025-06-01 00:00:00,2028-09-30 00:00:00,2025-06-23 12:17:51,Normal,49000000,1582185594701.0,ACTIVE,0.0,2025-06-02 13:28:56,,"UB+2B+G+8+R Commercial
",Wadi Al Safa 3,Dubai Development Authority (DDA),0.0,0.0,0.0,103.0,
3813,ORCHID RESIDENCE,1653,WEST F 5 DEVELOPMENT L.L.C,2025-09-01 00:00:00,2026-10-30 00:00:00,,Normal,36037265,,PENDING,,,,2B + G + 4 Floors,Al Barsha South Fourth,,1.0,0.0,0.0,0.0,
3814,Azizi Venice 16,1002,AZIZI DEVELOPMENTS L.L.C,2025-06-02 00:00:00,2027-06-02 00:00:00,2025-06-25 16:27:03,Normal,215500000,10174999920278.0,ACTIVE,0.0,2025-06-02 15:21:37,,PROPOSED RESIDENTIAL and COMMERCIAL BUILDING (4B+G+15+ROOF),Madinat Al Mataar,Dubai South,0.0,0.0,0.0,1055.0,
3815,Arib Collection,1650,ARIB PROPERTIES FOR REAL ESTATE DEVELOPMENT   EST.,2025-10-01 00:00:00,2027-12-01 00:00:00,2025-07-31 19:39:27,Normal,17500000,1009972991.0,ACTIVE,0.0,2025-06-23 16:40:38,,G+8+R Residential Building,Wadi Al Safa 5,Dubai Development Authority (DDA),0.0,0.0,0.0,49.0,
3816,Velos Residence,2370,CITY VIEW URBAN REAL ESTATE DEVELOPMENT L.L.C,2025-09-01 00:00:00,2028-10-31 00:00:00,2025-09-25 11:51:27,Normal,200000000,200857792.0,ACTIVE,0.0,2025-06-27 11:23:46,,G+2P+30+R,Al Hebiah First,Dubai Development Authority (DDA),0.0,0.0,0.0,412.0,
3817,Azizi Milan 28,1002,AZIZI DEVELOPMENTS L.L.C,2025-06-03 00:00:00,2027-06-03 00:00:00,2025-07-04 16:31:42,Normal,119200000,1009937234.0,ACTIVE,0.0,2025-06-03 15:03:22,,PROPOSED (3B+G+5P+34F+ROOF) MIXED USE (RESIDENTIAL + RETAIL) Building,Wadi Al Safa 4,Dubai Development Authority (DDA),0.0,0.0,0.0,629.0,
3819,Binghatti Circle ,1051,Binghatti Developers FZE,2025-06-01 00:00:00,2027-05-31 00:00:00,2025-07-22 13:04:10,Normal,400000000,1582188855001.0,ACTIVE,0.0,2025-06-10 15:01:57,,2B + G + 4P + 58 FLOORS + 3MECH. + 3STR. + ROOF,Al Barsha South Fourth,Trakhees,0.0,0.0,0.0,822.0,
3820,Jumeirah Residences Emirates Towers,1510,DHRE 2 BTS L.L.C,2025-09-01 00:00:00,2030-09-01 00:00:00,2025-07-07 12:19:19,Normal,2140430459,19000089784.0,ACTIVE,0.0,2025-06-30 01:29:40,,"The project is a residential apartments located at Trade Center Second. It introduces 4 levels shared basement and ground level with buildings? entrance lobby:
Tower A: 4B+G+59+R: comprising 394 units, &
Tower B: 4B+G+56+R: comprising 360 units each. In total, the residences include 754 apartments, which offer a mix of unit types: 1-bedroom, 2-bedroom, 3-bedroom and 4-bedroom apartments.
",Trade Center Second,Dubai Development Authority (DDA),0.0,0.0,0.0,754.0,
3821,Greenfield Living,2031,GREENFIELD REAL ESTATE DEVELOPMENT L.L.C,2025-04-01 00:00:00,2026-12-31 00:00:00,2025-09-01 12:58:21,Normal,20000000,14187846920002.0,ACTIVE,0.0,2025-06-17 16:13:38,,G+4,Madinat Al Mataar,Dubai South,0.0,0.0,0.0,52.0,
3824,Gate Royale Residences,2058,BARON PRIME REAL ESTATE DEVELOPMENT L.L.C,2025-06-03 00:00:00,2027-06-02 00:00:00,2025-07-28 09:37:25,Normal,45000000,1011226168754002.0,ACTIVE,0.0,2025-06-10 15:10:44,,G+2P+9,Jabal Ali First,Trakhees,0.0,0.0,0.0,61.0,
3826,Kingdom Gate,2219,KINGDOM GATE PROPERTY DEVELOPMENT L.L.C,2025-04-01 00:00:00,2027-03-31 00:00:00,,Normal,66400000,,PENDING,16.5,2025-06-04 18:54:07,,2B+G+2P+15+R ,Jabal Ali First,,1.0,0.0,0.0,0.0,
3827,Sunlight Homes,1144,SUNN AND SAND DEVELOPERS,2025-06-30 00:00:00,2027-09-30 00:00:00,2025-08-22 13:25:30,Normal,21500000,11218648920005.0,ACTIVE,0.0,2025-07-22 12:59:22,,Residential Building Underground + Ground+ Podium + 6 Floors,Warsan Fourth,Trakhees,0.0,0.0,0.0,30.0,
3829,Samana Barari Avenue,1598,SAMANA SIGNATURE REAL ESTATE DEVELOPMENTS L.L.C,2025-06-01 00:00:00,2028-10-31 00:00:00,2025-07-02 14:00:22,Normal,190000000,1582187009401.0,ACTIVE,0.0,2025-06-10 11:40:39,,"3B+G+3P+25F+R Commercial
",Wadi Al Safa 3,Dubai Development Authority (DDA),0.0,0.0,0.0,349.0,
3830,Flow Residences,1836,MAIN REALTY REAL ESTATE L.L.C,2025-10-01 00:00:00,2027-10-31 00:00:00,2025-06-30 11:53:37,Normal,33500000,200853844.0,ACTIVE,0.0,2025-06-10 19:47:17,,Ground + 1 Podium + 6 Floors,Palm Deira,Trakhees,0.0,0.0,0.0,50.0,
3831,Manam Pearl,2030,MANAM REAL ESTATE DEVELOPMENT L.L.C,2025-07-01 00:00:00,2028-06-30 00:00:00,2025-08-11 14:02:47,Normal,32375000,323560862003.0,ACTIVE,0.0,2025-06-30 10:32:15,,"B+G+2P+11+Service + Roof floor building
",Jabal Ali First,Trakhees,0.0,0.0,0.0,79.0,
3833,THE BOROUGH,1255,ICONIC VISTA REAL ESTATE DEVELOPMENT,2025-08-01 00:00:00,2028-03-31 00:00:00,2025-09-08 14:54:56,Normal,35000000,205915426003.0,ACTIVE,0.0,2025-07-14 16:29:07,,G+5P+17F+R,Al Barsha South Fourth,Trakhees,0.0,0.0,0.0,157.0,
3834,Rosehill,984,DUBAI HILLS ESTATE L.L.C,2025-08-13 00:00:00,2029-06-30 00:00:00,2025-06-20 11:03:33,Normal,505593064,4031223791259019.0,ACTIVE,0.0,2025-06-12 12:26:40,,"Residential Building with
Description Block A (B+G+P+21+R)
Block B (B+G+P+21+R)
Block C (B+G+P)
Total Residential units: 555 
",Hadaeq Sheikh Mohammed Bin Rashid,Dubai Development Authority (DDA),0.0,0.0,0.0,555.0,
3836,SPORTS VIEW RESIDENCE 2 BY AL HELAL AL ZAHABY,1124,AL HELAL AL ZAHABY REAL ESTATE DEVELOPMENT L.L.C,2025-08-01 00:00:00,2027-01-31 00:00:00,,Normal,18000000,,PENDING,0.0,2025-06-14 08:17:50,,RESIDENTIAL BUILDING (G+ 6 TYPICAL) ,Warsan Fourth,,1.0,0.0,0.0,0.0,
3837,997 Residences by Reef Luxury Development,1944,REEF LUXURY DEVELOPMENT L.L.C,2025-07-15 00:00:00,2028-03-30 00:00:00,2025-09-04 15:44:38,Normal,45000000,1011226141046010.0,ACTIVE,0.0,2025-06-13 09:40:51,,"G+2P+8 Residential Building
Consist of 1 Bedroom with Balcony =23 Rooms, 2 Bedroom with Balcony =36 Rooms, 3 Bedroom with Balcony =3 Rooms + 4 Bedroom with Balcony = 1 Room
Total of 63 Rooms
",Palm Deira,Trakhees,0.0,0.0,0.0,63.0,
3841,Aizel Tower,2287,M A A K D R E A M O N E PROPERTIES L.L.C,2025-08-01 00:00:00,2027-08-31 00:00:00,,Normal,27000000,,PENDING,0.0,2025-07-07 18:03:58,,Residential Building (U/G Tank+B+G+5+ROOF),Warsan Fourth,,0.0,0.0,0.0,94.0,
3842,ALTA VIEW SKYHOMES,1579,OBJECT ONE REAL ESTATE DEVELOPMENT L.L.C,2025-08-01 00:00:00,2029-06-30 00:00:00,2025-06-20 12:26:29,Normal,130000000,19452513.0,ACTIVE,0.0,2025-06-16 16:18:26,,B+G+5P+2MF+46+R,Al Barsha South Fourth,Trakhees,0.0,0.0,0.0,507.0,
3843,PURE TOWN,2089,LIVEX REALESTATE L.L.C,2025-06-23 00:00:00,2026-10-22 00:00:00,,Normal,18350000,19500000782.0,PENDING,0.0,2025-06-19 13:53:42,, Residential Townhouses B + G + 2 + ROOF,Al Barsha South Fourth,,0.0,0.0,13.0,0.0,
3844,Azizi Amir ,1002,AZIZI DEVELOPMENTS L.L.C,2025-06-17 00:00:00,2027-06-17 00:00:00,2025-07-17 09:08:21,Normal,51500000,11172324019.0,ACTIVE,0.0,2025-06-17 16:59:41,,G+ 2P + 9 + R Residential Building,Jabal Ali First,Trakhees,0.0,0.0,0.0,104.0,
3845,Azizi Sikander,1002,AZIZI DEVELOPMENTS L.L.C,2025-06-17 00:00:00,2027-06-17 00:00:00,2025-07-24 09:44:34,Normal,50000000,11172326014.0,ACTIVE,0.0,2025-06-17 17:30:50,,3B + G + 2P + 11 Hotel Apartments,Jabal Ali First,Trakhees,0.0,0.0,0.0,226.0,
3846,CROWN PALACE,2001,AMIRAH LIVING DEVELOPER L.L.C,2025-09-01 00:00:00,2028-09-30 00:00:00,,Normal,25000000,1011226106287005.0,PENDING,0.0,2025-06-23 17:27:13,,G+6+R,Madinat Al Mataar,,0.0,0.0,0.0,104.0,
3847,Berkeley Square by Prestige One,2257,PRESTIGE LUXE REAL ESTATE DEVELOPMENT L.L.C,2025-07-01 00:00:00,2028-03-30 00:00:00,2025-07-25 09:17:34,Normal,70000000,405920610405.0,ACTIVE,0.0,2025-06-18 18:17:19,,2B+G+5+ROOF,Al Barsha South Fourth,Trakhees,0.0,0.0,0.0,241.0,
3848,Flora Bay,2136,CAY RESIDENCES REAL ESTATE DEVELOPMENT L.L.C,2025-06-19 00:00:00,2027-06-19 00:00:00,,Normal,50000000,,PENDING,,,,G+12+ROOF,Palm Deira,,1.0,0.0,0.0,0.0,
3849,ARTHOUSE RESIDENCES TOWER A by AVIAAN,2065,AVIAAN REAL ESTATE DEVELOPMENT L.L.C,2025-10-01 00:00:00,2027-11-30 00:00:00,2025-09-30 17:58:18,Normal,18500000,1434279244.0,ACTIVE,0.0,2025-07-02 18:36:40,,B+G+P+5 Mixed - Use Residential & Retail,Nad Al Shiba First,Dubai Municipality,0.0,0.0,0.0,47.0,
3850,Trevino,1826,AVELON REAL ESTATE DEVELOPMENT L.L.C,2025-08-01 00:00:00,2027-06-30 00:00:00,2025-09-15 13:16:23,Normal,33000000,205859658405.0,ACTIVE,0.0,2025-06-24 08:46:19,,RESIDENTIAL BUILDING (G+1P+5F+R),Al Barsha South Fourth,Trakhees,0.0,0.0,0.0,109.0,
3851,Unique One,2125,ZENITH LUXURY REAL ESTATE DEVELOPMENT L.L.C,2025-09-01 00:00:00,2026-12-30 00:00:00,,Normal,24050558,,PENDING,0.0,2025-06-30 17:00:59,,Residential Building (G+4+R),Madinat Al Mataar,,0.0,0.0,0.0,43.0,
3852,ELTIERA HEIGHTS,2371,ELLINGTON PCFC DEVELOPERS L.L.C,2025-06-19 00:00:00,2028-12-31 00:00:00,2025-09-11 14:29:44,Normal,350000000,323600623002.0,ACTIVE,0.0,2025-06-24 15:00:46,,Mixed Use - Residential with Retail (B+G+3P+37+R),Al Thanyah Fifth,Trakhees,0.0,0.0,0.0,357.0,
3853,Sartoria,1584,PINNACLE A K S REAL ESTATE DEVELOPMENT L.L.C,2025-07-09 00:00:00,2027-10-09 00:00:00,,Normal,58000000,,PENDING,,,,1B+G+16+Roof,Al Hebiah Fourth,,1.0,0.0,0.0,0.0,
3855,Samana Sky Views,1933,SAMANA WORLD REAL ESTATE DEVELOPMENT L.L.C,2025-09-01 00:00:00,2028-07-31 00:00:00,2025-08-14 13:16:13,Normal,146579750,14261707830001.0,ACTIVE,0.0,2025-06-26 12:59:32,,"3B+G+1st+20F+R Res.
",Me'Aisem First,Dubai Development Authority (DDA),0.0,0.0,0.0,556.0,
3856,VERDANIA 3,1894,OBJ1 REAL ESTATE DEVELOPMENT L.L.C,2025-07-15 00:00:00,2026-12-30 00:00:00,,Normal,31000000,,PENDING,,,,B+G+11+R,Wadi Al Safa 5,,0.0,0.0,0.0,142.0,
3857,COURTYARD ONE,2206,GOLDEN LIGHT REAL ESTATE DEVELOPMENTS L.L.C,2025-09-01 00:00:00,2027-09-01 00:00:00,,Normal,22000000,205932981903.0,PENDING,0.0,2025-07-12 13:12:19,,G+4 Residential Building,Madinat Al Mataar,,0.0,0.0,0.0,47.0,
3859,Nad Al Sheba Gardens Phase 10,1762,NAS ESTATES L.L.C,2025-09-01 00:00:00,2028-10-01 00:00:00,2025-07-09 14:14:04,Normal,690000000,205865423610.0,ACTIVE,0.0,2025-06-25 18:48:31,," Total number of 201 Residential Townhouses & Villas (G+1 & G+2) as follows:
-	4 - (6-Plex) Townhouse 3-Bedroom (G+1)
-	5 - (4-Plex) Townhouse 3-Bedroom (G+2)
-	10 - (6-Plex) Townhouse 3-Bedroom (G+2)
-	27 of 4-Bedroom Villa (G+2)
-	39 of 5-Bedroom Villa (G+2)
-	22 of 6-Bedroom Villa (G+2)
-	9   of 7-Bedroom Villa (G+2)
",Nad Al Shiba First,Dubai Development Authority (DDA),0.0,0.0,201.0,0.0,
3860,Nad Al Sheba Gardens Phase 8 & 9,1762,NAS ESTATES L.L.C,2025-09-01 00:00:00,2028-10-01 00:00:00,2025-07-10 13:08:33,Normal,690000000,205865423612.0,ACTIVE,0.0,2025-06-25 19:15:45,,"Total number of 201 Residential Townhouses & Villas (G+1 & G+2) as follows:
-	2 - (6-Plex) Townhouse 3-Bedroom (G+1)
-	11 - (4-Plex) Townhouse 3-Bedroom (G+2)
-	1 - (6-Plex) Townhouse 3-Bedroom (G+2)
-	32 - 4-Bedroom Villa (G+2)
-	21 - 4-Bedroom Villa (G+1)
-	37 - 5-Bedroom Villa (G+2)
-	7 - 5-Bedroom Villa (G+1)
-	27 - 6-Bedroom Villa (G+2)
-	15 - 7-Bedroom Villa (G+2)
",Nad Al Shiba First,Dubai Development Authority (DDA),0.0,0.0,201.0,0.0,
3861,Ventana Residences,2222,ZEDOR REAL ESTATE DEVELOPMENT L.L.C,2025-09-01 00:00:00,2027-10-01 00:00:00,,Normal,35000000,,PENDING,0.0,2025-07-09 20:06:12,,B+G+5+Roof,Warsan Fourth,,0.0,0.0,0.0,127.0,
3863,Sana Business Park,2034,NOOR PRIMO REAL ESTATE DEVELOPMENT L.L.C,2025-09-30 00:00:00,2027-09-30 00:00:00,,Normal,35000000,,PENDING,,,,G+2+4,Wadi Al Safa 3,,1.0,0.0,0.0,0.0,
3864,GFS Coventry Gardens II,2224,G F S REAL ESTATE DEVELOPMENT L.L.C,2025-09-30 00:00:00,2027-11-30 00:00:00,2025-08-18 15:31:24,Normal,42000000,800008404002.0,ACTIVE,0.0,2025-07-22 17:31:18,,2B+G+11+ROOF,Wadi Al Safa 5,Dubai Development Authority (DDA),0.0,0.0,0.0,134.0,
3865,AB Hills,1514,AB DEVELOPERS L.L.C,2025-10-01 00:00:00,2027-09-30 00:00:00,,Normal,16000000,,PENDING,0.0,2025-07-01 10:00:10,,G+4,Saih Shuaib 1,,1.0,0.0,0.0,0.0,
3867,Blue Marina Residence by Shakirov Developments,2355,SHAKIROV DEVELOPMENTS L.L.C,2025-05-01 00:00:00,2027-10-31 00:00:00,,Normal,90600000,,PENDING,1.59,2025-09-04 14:35:25,,2 Nos Residential Building (shared (G+2P) + 2 Towers (8 Floors +Roof),Palm Deira,,0.0,0.0,0.0,125.0,
3871,Samana Barari Heights,1229,SAMANA INTERNATIONAL REAL ESTATE DEVELOPMENT L.L.C,2025-07-01 00:00:00,2028-10-31 00:00:00,2025-08-20 15:07:13,Normal,225000000,1582192368001.0,ACTIVE,0.0,2025-07-08 12:26:17,,"2B+G+M+2P+27F+R Res.
",Wadi Al Safa 3,Dubai Development Authority (DDA),0.0,0.0,0.0,737.0,
3872,Agua Residences by Citi Developers - Tower 1,1610,CITI DEVELOPERS REAL ESTATE DEVELOPMENT L.L.C,2025-08-01 00:00:00,2027-12-31 00:00:00,2025-08-22 15:55:07,Normal,34414000,12530689881.0,ACTIVE,0.0,2025-07-07 14:12:24,,Residential Building (G+2P+8+R)+Retail at Ground Floor ,Palm Deira,Trakhees,0.0,0.0,0.0,61.0,
3873,Al Ghaf 2,234,JERSEY REAL ESTATE DEVELOPMENT L.L.C,2025-08-30 00:00:00,2027-10-30 00:00:00,2025-10-07 14:43:59,Normal,44000000,12111718003.0,ACTIVE,0.0,2025-07-09 10:06:46,,B+G+2P+12+ROOF,Jabal Ali First,Trakhees,0.0,0.0,0.0,79.0,
3874,Arya Residences by Citi Developers,1610,CITI DEVELOPERS REAL ESTATE DEVELOPMENT L.L.C,2025-08-01 00:00:00,2027-12-31 00:00:00,2025-08-08 00:00:00,Normal,40160150,12014038033.0,ACTIVE,0.0,2025-07-09 14:18:53,,Residential Building (G+2P+10+R),Palm Deira,Trakhees,0.0,0.0,0.0,68.0,
3876,The Haven III,1230,MERAKI REAL ESTATE DEVELOPMENT ONE PERSON L.L.C,2025-08-01 00:00:00,2027-12-31 00:00:00,2025-09-02 11:51:34,Normal,45000000,1582195397301.0,ACTIVE,0.0,2025-07-09 19:04:03,,Residential building consisting of Ground Floor + Podium + 7 Typical Floors + Roof,Wadi Al Safa 3,Dubai Development Authority (DDA),0.0,0.0,0.0,85.0,
3878,Ocean Crest byÂ SD,2072,SAMANA PLATINUM REAL ESTATE DEVELOPMENT L.L.C,2025-09-01 00:00:00,2028-06-30 00:00:00,2025-10-09 09:46:48,Normal,34885050,14287165830001.0,ACTIVE,0.0,2025-07-14 14:16:05,,G+2P+8,Palm Deira,,0.0,0.0,0.0,56.0,
3879,Marea,1872,SHARAFI REAL ESTATE DEVELOPMENT L.L.C,2025-07-20 00:00:00,2027-06-20 00:00:00,2025-10-09 13:24:48,Normal,60000000,205929243903.0,ACTIVE,0.0,2025-07-23 14:55:43,,Residential Building(G+2P+12+Roof) with Swimming pool & Gym @ First floor ,Palm Deira,Trakhees,0.0,0.0,0.0,68.0,
3880,Xenia Residence,2263,N Y X REAL ESTATE DEVELOPMENT L.L.C,2025-09-01 00:00:00,2027-03-01 00:00:00,,Normal,25000000,,PENDING,29.29,2025-07-28 13:43:37,,Residential Building (1B+G+4+R),Al Barsha South Fourth,,0.0,0.0,0.0,73.0,
3881,Ocean Bay by Samana Developers ,2072,SAMANA PLATINUM REAL ESTATE DEVELOPMENT L.L.C,2025-09-01 00:00:00,2028-06-30 00:00:00,,Normal,79681150,405933273202.0,PENDING,0.0,2025-09-10 10:30:13,,"Residential Building G+P+8
",Palm Deira,,0.0,0.0,0.0,143.0,
3882,Elevia Residences III,2260,VALORES WBAY PROPERTY DEVELOPMENT L.L.C,2025-08-01 00:00:00,2027-07-31 00:00:00,2025-09-15 10:41:21,Normal,30000000,323561314001.0,ACTIVE,0.0,2025-07-28 16:47:10,,Residential Building(B+G+5+R),Warsan Fourth,,0.0,0.0,0.0,105.0,
3883,Elevia Residences II,2260,VALORES WBAY PROPERTY DEVELOPMENT L.L.C,2025-08-01 00:00:00,2027-07-31 00:00:00,,Normal,32000000,,PENDING,0.0,2025-07-28 17:39:53,,Residential Building (B+G+5+R),Warsan Fourth,,1.0,0.0,0.0,0.0,
3884,White Opals ll,1440,AIZN REAL ESTATE DEVELOPMENT L.L.C,2025-09-15 00:00:00,2028-06-15 00:00:00,,Normal,27000000,,PENDING,0.0,2025-07-22 18:44:38,,Proposed Building(B+G+5+R),Wadi Al Safa 3,,0.0,0.0,0.0,51.0,
3885,Nuvana by Wadan,2166,WADAN REAL ESTATE DEVELOPMENT L.L.C,2025-09-01 00:00:00,2027-09-01 00:00:00,2025-08-20 14:17:45,Normal,26250000,1091226909082003.0,ACTIVE,0.0,2025-07-14 21:18:32,,G+P+6F+R,Palm Deira,Trakhees,0.0,0.0,0.0,57.0,
3888,The Collective,2381,BOLD LIVING REAL ESTATE DEVELOPMENT L.L.C,2025-08-15 00:00:00,2027-02-28 00:00:00,,Normal,30000000,,PENDING,0.0,2025-07-15 20:48:17,,Residential Building G+6 Residential Floor,Madinat Al Mataar,,1.0,0.0,0.0,0.0,
4003,IL VENTO,1961,KORA PROPERTIES L.L.C,2025-09-30 00:00:00,2029-09-30 00:00:00,,Normal,286000000,,PENDING,0.0,2025-09-17 18:38:56,,Residential Building (3B+G+5P+40+R)with Retails @ GF,Madinat Dubai Almelaheyah,,1.0,0.0,0.0,0.0,
4005,Weybridge Gardens 5,1494,LEOS DEVELOPMENT L.L.C,2025-09-01 00:00:00,2027-09-15 00:00:00,2025-09-04 11:21:11,Normal,57000000,12624920920007.0,ACTIVE,0.0,2025-07-24 14:35:47,,"Weybridge Gardens 5 offers uninterrupted views across Dubai land, framed by
petal-inspired architecture that reflects British design excellence. Crafted by
LUD Studios, the residence blends natural forms with contemporary elegance.
From the infinity rooftop pool to Tuscany-style cascading Jacuzzis, every detail
is designed to elevate daily living. Each home features refined interiors, private
pools, and panoramic vistas a serene escape shaped by organic beauty and
timeless British sophistication.",Wadi Al Safa 5,Dubai Development Authority (DDA),0.0,0.0,0.0,168.0,
4006,Binghatti Flare 01,1051,Binghatti Developers FZE,2025-07-15 00:00:00,2027-07-14 00:00:00,2025-08-20 10:05:59,Normal,535000000,1582193595601.0,ACTIVE,0.0,2025-07-27 21:21:02,,B + G + 4P + 40 RESIDENTIAL FLOORS + 2MECH. + ROOF,Al Barsha South Fifth,Trakhees,0.0,0.0,0.0,844.0,
4008,Binghatti Flare 02,1051,Binghatti Developers FZE,2025-07-15 00:00:00,2027-06-15 00:00:00,2025-09-04 14:17:20,Normal,445000000,1582196250001.0,ACTIVE,0.0,2025-07-27 21:26:05,,2B + G + 4P + 34 RESIDENTIAL FLOORS + 2MECH. + ROOF,Al Barsha South Fifth,Trakhees,0.0,0.0,0.0,612.0,
4012,Repose Residence,2339,SAION REAL ESTATE DEVELOPMENT L.L.C,2025-08-01 00:00:00,2027-03-31 00:00:00,2025-09-25 08:49:22,Normal,42685905,12375471002.0,ACTIVE,0.0,2025-07-30 10:04:44,,1B+G+2P+Amenties+15Floors,Jabal Ali First,Trakhees,0.0,0.0,0.0,80.0,
4014,Aquora by Casa Vista Development,2359,CASA VISTA DEVELOPMENT L.L.C,2025-10-11 00:00:00,2028-10-11 00:00:00,2025-10-13 12:34:56,Normal,72000000,200875691.0,PENDING,0.0,2025-07-29 15:14:18,,B+G+7+R Residential with Retail Building,Palm Deira,Trakhees,0.0,0.0,0.0,111.0,
4015,Palace Residences Hillside A,984,DUBAI HILLS ESTATE L.L.C,2025-09-30 00:00:00,2029-06-30 00:00:00,2025-08-07 16:44:06,Normal,387864000,9009223791259016.0,ACTIVE,0.0,2025-07-29 15:39:00,,"Basement + Ground Floor + Podium + 1 Residential Building + 8 Townhouses G + 1 
Tower: B+G+P+20 floors, 351 Residential Units
Townhouse: G + 1, 8 Residential Units
",Hadaeq Sheikh Mohammed Bin Rashid,Dubai Development Authority (DDA),0.0,0.0,0.0,360.0,
